jogador,nacionalidade,posicao,equipe,idade,nascimento,indices
Guilherme Arana,br BRA,ZG,Atlético Mineiro,25.0,1997.0,"{'MP': 28.0, 'Inícios': 27.0, 'Min.': 2.385, '90s': 26.5, 'Gols': 2.0, 'Assis.': 0.0, 'G+A': 2.0, 'G-PB': 2.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 1.0, 'xG': 1.0, 'npxG': 1.0, 'xAG': 1.1, 'npxG+xAG': 21.0, 'PrgC': 56.0, 'PrgP': 133.0, 'PrgR': 122.0, 'Gols.1': 8.0, 'Assis..1': 0.0, 'G+A.1': 8.0, 'G-PB.1': 8.0, 'G+A-PB': 8.0, 'xG.1': 4.0, 'xAG.1': 4.0, 'xG+xAG': 8.0, 'npxG.1': 4.0, 'npxG+xAG.1': 8.0}"
Charles Aránguiz,cl CHI,LT,Internacional,33.0,1989.0,"{'MP': 22.0, 'Inícios': 16.0, 'Min.': 1.267, '90s': 14.1, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 3.0, 'CrtV': 0.0, 'xG': 1.0, 'npxG': 1.0, 'xAG': 1.3, 'npxG+xAG': 22.0, 'PrgC': 6.0, 'PrgP': 89.0, 'PrgR': 28.0, 'Gols.1': 0.0, 'Assis..1': 7.0, 'G+A.1': 7.0, 'G-PB.1': 0.0, 'G+A-PB': 7.0, 'xG.1': 7.0, 'xAG.1': 9.0, 'xG+xAG': 16.0, 'npxG.1': 7.0, 'npxG+xAG.1': 16.0}"
João Araújo,br BRA,LT,Grêmio,17.0,2005.0,"{'MP': 1.0, 'Inícios': 0.0, 'Min.': 8.0, '90s': 0.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Luiz Araújo,br BRA,AT.LT,Flamengo,26.0,1996.0,"{'MP': 20.0, 'Inícios': 10.0, 'Min.': 785.0, '90s': 8.7, 'Gols': 3.0, 'Assis.': 1.0, 'G+A': 4.0, 'G-PB': 3.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 1.0, 'xG': 1.6, 'npxG': 1.6, 'xAG': 0.7, 'npxG+xAG': 22.0, 'PrgC': 29.0, 'PrgP': 44.0, 'PrgR': 112.0, 'Gols.1': 34.0, 'Assis..1': 11.0, 'G+A.1': 46.0, 'G-PB.1': 34.0, 'G+A-PB': 46.0, 'xG.1': 18.0, 'xAG.1': 8.0, 'xG+xAG': 26.0, 'npxG.1': 18.0, 'npxG+xAG.1': 26.0}"
Matheus Araújo,br BRA,LT.AT,Corinthians,20.0,2002.0,"{'MP': 16.0, 'Inícios': 3.0, 'Min.': 584.0, '90s': 6.5, 'Gols': 1.0, 'Assis.': 2.0, 'G+A': 3.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 1.2, 'npxG': 1.2, 'xAG': 0.8, 'npxG+xAG': 20.0, 'PrgC': 18.0, 'PrgP': 30.0, 'PrgR': 43.0, 'Gols.1': 15.0, 'Assis..1': 31.0, 'G+A.1': 46.0, 'G-PB.1': 15.0, 'G+A-PB': 46.0, 'xG.1': 19.0, 'xAG.1': 13.0, 'xG+xAG': 32.0, 'npxG.1': 19.0, 'npxG+xAG.1': 32.0}"
Michel Araujo,uy URU,AT.LT,São Paulo,26.0,1996.0,"{'MP': 32.0, 'Inícios': 19.0, 'Min.': 1.768, '90s': 19.6, 'Gols': 2.0, 'Assis.': 1.0, 'G+A': 3.0, 'G-PB': 2.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 3.0, 'CrtV': 0.0, 'xG': 4.8, 'npxG': 4.8, 'xAG': 2.4, 'npxG+xAG': 72.0, 'PrgC': 71.0, 'PrgP': 91.0, 'PrgR': 157.0, 'Gols.1': 10.0, 'Assis..1': 5.0, 'G+A.1': 15.0, 'G-PB.1': 10.0, 'G+A-PB': 15.0, 'xG.1': 24.0, 'xAG.1': 12.0, 'xG+xAG': 37.0, 'npxG.1': 24.0, 'npxG+xAG.1': 37.0}"
Robert Arboleda,ec ECU,ZG,São Paulo,31.0,1991.0,"{'MP': 20.0, 'Inícios': 19.0, 'Min.': 1.721, '90s': 19.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 1.0, 'xG': 0.9, 'npxG': 0.9, 'xAG': 0.3, 'npxG+xAG': 12.0, 'PrgC': 2.0, 'PrgP': 42.0, 'PrgR': 5.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 5.0, 'xAG.1': 1.0, 'xG+xAG': 6.0, 'npxG.1': 5.0, 'npxG+xAG.1': 6.0}"
Jhon Arias,co COL,AT.LT,Fluminense,25.0,1997.0,"{'MP': 29.0, 'Inícios': 26.0, 'Min.': 2.385, '90s': 26.5, 'Gols': 7.0, 'Assis.': 7.0, 'G+A': 14.0, 'G-PB': 5.0, 'PB': 2.0, 'PT': 2.0, 'CrtsA': 5.0, 'CrtV': 1.0, 'xG': 5.8, 'npxG': 4.2, 'xAG': 4.7, 'npxG+xAG': 89.0, 'PrgC': 142.0, 'PrgP': 108.0, 'PrgR': 300.0, 'Gols.1': 26.0, 'Assis..1': 26.0, 'G+A.1': 53.0, 'G-PB.1': 19.0, 'G+A-PB': 45.0, 'xG.1': 22.0, 'xAG.1': 18.0, 'xG+xAG': 40.0, 'npxG.1': 16.0, 'npxG+xAG.1': 34.0}"
Luciano Arriagada,cl CHI,AT.LT,Ath Paranaense,20.0,2002.0,"{'MP': 10.0, 'Inícios': 1.0, 'Min.': 190.0, '90s': 2.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.9, 'npxG': 0.9, 'xAG': 0.6, 'npxG+xAG': 15.0, 'PrgC': 5.0, 'PrgP': 2.0, 'PrgR': 12.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 42.0, 'xAG.1': 27.0, 'xG+xAG': 69.0, 'npxG.1': 42.0, 'npxG+xAG.1': 69.0}"
Arthur,br BRA,AT.LT,Cruzeiro,24.0,1998.0,"{'MP': 20.0, 'Inícios': 17.0, 'Min.': 1.35, '90s': 15.0, 'Gols': 3.0, 'Assis.': 1.0, 'G+A': 4.0, 'G-PB': 3.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 3.0, 'CrtV': 0.0, 'xG': 3.6, 'npxG': 3.6, 'xAG': 1.3, 'npxG+xAG': 49.0, 'PrgC': 66.0, 'PrgP': 38.0, 'PrgR': 112.0, 'Gols.1': 20.0, 'Assis..1': 7.0, 'G+A.1': 27.0, 'G-PB.1': 20.0, 'G+A-PB': 27.0, 'xG.1': 24.0, 'xAG.1': 9.0, 'xG+xAG': 33.0, 'npxG.1': 24.0, 'npxG+xAG.1': 33.0}"
Arthur,br BRA,ZG,América (MG),19.0,2003.0,"{'MP': 1.0, 'Inícios': 1.0, 'Min.': 90.0, '90s': 1.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 5.0, 'PrgP': 7.0, 'PrgR': 4.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 4.0, 'xG+xAG': 4.0, 'npxG.1': 0.0, 'npxG+xAG.1': 4.0}"
Arthur,br BRA,ZG.AT,Fluminense,18.0,2004.0,"{'MP': 2.0, 'Inícios': 0.0, 'Min.': 20.0, '90s': 0.2, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.5, 'npxG+xAG': 5.0, 'PrgC': 0.0, 'PrgP': 1.0, 'PrgR': 2.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 244.0, 'xG+xAG': 244.0, 'npxG.1': 0.0, 'npxG+xAG.1': 244.0}"
Artur,br BRA,AT,Palmeiras,24.0,1998.0,"{'MP': 31.0, 'Inícios': 22.0, 'Min.': 1.896, '90s': 21.1, 'Gols': 5.0, 'Assis.': 2.0, 'G+A': 7.0, 'G-PB': 5.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 0.0, 'xG': 5.0, 'npxG': 5.0, 'xAG': 3.4, 'npxG+xAG': 84.0, 'PrgC': 85.0, 'PrgP': 81.0, 'PrgR': 218.0, 'Gols.1': 24.0, 'Assis..1': 9.0, 'G+A.1': 33.0, 'G-PB.1': 24.0, 'G+A-PB': 33.0, 'xG.1': 24.0, 'xAG.1': 16.0, 'xG+xAG': 40.0, 'npxG.1': 24.0, 'npxG+xAG.1': 40.0}"
Eduard Atuesta,co COL,LT,Palmeiras,25.0,1997.0,"{'MP': 1.0, 'Inícios': 0.0, 'Min.': 5.0, '90s': 0.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 1.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Felipe Augusto,br BRA,AT.LT,Corinthians,18.0,2004.0,"{'MP': 15.0, 'Inícios': 2.0, 'Min.': 322.0, '90s': 3.6, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.3, 'npxG': 0.3, 'xAG': 0.0, 'npxG+xAG': 3.0, 'PrgC': 4.0, 'PrgP': 3.0, 'PrgR': 15.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 8.0, 'xAG.1': 1.0, 'xG+xAG': 9.0, 'npxG.1': 8.0, 'npxG+xAG.1': 9.0}"
Filipe Augusto,br BRA,LT,Cuiabá,29.0,1993.0,"{'MP': 27.0, 'Inícios': 9.0, 'Min.': 1.065, '90s': 11.8, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 6.0, 'CrtV': 1.0, 'xG': 0.3, 'npxG': 0.3, 'xAG': 0.9, 'npxG+xAG': 11.0, 'PrgC': 9.0, 'PrgP': 78.0, 'PrgR': 16.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 2.0, 'xAG.1': 7.0, 'xG+xAG': 9.0, 'npxG.1': 2.0, 'npxG+xAG.1': 9.0}"
Renato Augusto,br BRA,LT,Corinthians,34.0,1988.0,"{'MP': 24.0, 'Inícios': 16.0, 'Min.': 1.282, '90s': 14.2, 'Gols': 2.0, 'Assis.': 4.0, 'G+A': 6.0, 'G-PB': 2.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 1.1, 'npxG': 1.1, 'xAG': 2.1, 'npxG+xAG': 32.0, 'PrgC': 38.0, 'PrgP': 98.0, 'PrgR': 98.0, 'Gols.1': 14.0, 'Assis..1': 28.0, 'G+A.1': 42.0, 'G-PB.1': 14.0, 'G+A-PB': 42.0, 'xG.1': 8.0, 'xAG.1': 15.0, 'xG+xAG': 22.0, 'npxG.1': 8.0, 'npxG+xAG.1': 22.0}"
Danilo Avelar,br BRA,ZG,América (MG),33.0,1989.0,"{'MP': 26.0, 'Inícios': 24.0, 'Min.': 1.984, '90s': 22.0, 'Gols': 3.0, 'Assis.': 1.0, 'G+A': 4.0, 'G-PB': 2.0, 'PB': 1.0, 'PT': 1.0, 'CrtsA': 5.0, 'CrtV': 1.0, 'xG': 4.0, 'npxG': 3.2, 'xAG': 0.7, 'npxG+xAG': 39.0, 'PrgC': 11.0, 'PrgP': 81.0, 'PrgR': 42.0, 'Gols.1': 14.0, 'Assis..1': 5.0, 'G+A.1': 18.0, 'G-PB.1': 9.0, 'G+A-PB': 14.0, 'xG.1': 18.0, 'xAG.1': 3.0, 'xG+xAG': 21.0, 'npxG.1': 14.0, 'npxG+xAG.1': 18.0}"
Felipe Azevedo,br BRA,AT.LT,América (MG),36.0,1987.0,"{'MP': 30.0, 'Inícios': 25.0, 'Min.': 1.748, '90s': 19.4, 'Gols': 4.0, 'Assis.': 1.0, 'G+A': 5.0, 'G-PB': 4.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 3.0, 'CrtV': 1.0, 'xG': 3.7, 'npxG': 3.7, 'xAG': 2.0, 'npxG+xAG': 57.0, 'PrgC': 31.0, 'PrgP': 52.0, 'PrgR': 121.0, 'Gols.1': 21.0, 'Assis..1': 5.0, 'G+A.1': 26.0, 'G-PB.1': 21.0, 'G+A-PB': 26.0, 'xG.1': 19.0, 'xAG.1': 10.0, 'xG+xAG': 29.0, 'npxG.1': 19.0, 'npxG+xAG.1': 29.0}"
Matheus Babi,br BRA,AT,Goiás,25.0,1997.0,"{'MP': 17.0, 'Inícios': 8.0, 'Min.': 881.0, '90s': 9.8, 'Gols': 4.0, 'Assis.': 0.0, 'G+A': 4.0, 'G-PB': 4.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 5.0, 'CrtV': 0.0, 'xG': 2.6, 'npxG': 2.6, 'xAG': 0.3, 'npxG+xAG': 28.0, 'PrgC': 2.0, 'PrgP': 12.0, 'PrgR': 39.0, 'Gols.1': 41.0, 'Assis..1': 0.0, 'G+A.1': 41.0, 'G-PB.1': 41.0, 'G+A-PB': 41.0, 'xG.1': 26.0, 'xAG.1': 3.0, 'xG+xAG': 29.0, 'npxG.1': 26.0, 'npxG+xAG.1': 29.0}"
Matheus Bahia,br BRA,ZG.LT,Bahia,23.0,1999.0,"{'MP': 12.0, 'Inícios': 6.0, 'Min.': 493.0, '90s': 5.5, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 0.0, 'xG': 0.1, 'npxG': 0.1, 'xAG': 0.4, 'npxG+xAG': 5.0, 'PrgC': 15.0, 'PrgP': 12.0, 'PrgR': 21.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 2.0, 'xAG.1': 7.0, 'xG+xAG': 9.0, 'npxG.1': 2.0, 'npxG+xAG.1': 9.0}"
Fabián Balbuena,py PAR,ZG,Corinthians,31.0,1991.0,"{'MP': 1.0, 'Inícios': 1.0, 'Min.': 89.0, '90s': 1.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 2.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 3.0, 'xAG.1': 0.0, 'xG+xAG': 3.0, 'npxG.1': 3.0, 'npxG+xAG.1': 3.0}"
Robson Bambu,br BRA,ZG,Vasco da Gama,25.0,1997.0,"{'MP': 18.0, 'Inícios': 16.0, 'Min.': 1.28, '90s': 14.2, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 6.0, 'CrtV': 0.0, 'xG': 0.5, 'npxG': 0.5, 'xAG': 0.1, 'npxG+xAG': 6.0, 'PrgC': 5.0, 'PrgP': 33.0, 'PrgR': 13.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 3.0, 'xAG.1': 1.0, 'xG+xAG': 4.0, 'npxG.1': 3.0, 'npxG+xAG.1': 4.0}"
Gabriel Baralhas,br BRA,LT,Internacional,24.0,1998.0,"{'MP': 5.0, 'Inícios': 2.0, 'Min.': 236.0, '90s': 2.6, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.1, 'npxG': 0.1, 'xAG': 0.1, 'npxG+xAG': 2.0, 'PrgC': 3.0, 'PrgP': 13.0, 'PrgR': 5.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 4.0, 'xAG.1': 4.0, 'xG+xAG': 8.0, 'npxG.1': 4.0, 'npxG+xAG.1': 8.0}"
Danilo Barbosa,br BRA,LT.ZG,Botafogo (RJ),26.0,1996.0,"{'MP': 23.0, 'Inícios': 10.0, 'Min.': 1.011, '90s': 11.2, 'Gols': 3.0, 'Assis.': 0.0, 'G+A': 3.0, 'G-PB': 3.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 5.0, 'CrtV': 0.0, 'xG': 1.0, 'npxG': 1.0, 'xAG': 0.1, 'npxG+xAG': 12.0, 'PrgC': 14.0, 'PrgP': 54.0, 'PrgR': 7.0, 'Gols.1': 27.0, 'Assis..1': 0.0, 'G+A.1': 27.0, 'G-PB.1': 27.0, 'G+A-PB': 27.0, 'xG.1': 9.0, 'xAG.1': 1.0, 'xG+xAG': 10.0, 'npxG.1': 9.0, 'npxG+xAG.1': 10.0}"
Diogo Barbosa,br BRA,ZG,Fluminense,30.0,1992.0,"{'MP': 19.0, 'Inícios': 10.0, 'Min.': 1.117, '90s': 12.4, 'Gols': 1.0, 'Assis.': 2.0, 'G+A': 3.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.3, 'npxG': 0.3, 'xAG': 1.3, 'npxG+xAG': 16.0, 'PrgC': 35.0, 'PrgP': 51.0, 'PrgR': 68.0, 'Gols.1': 8.0, 'Assis..1': 16.0, 'G+A.1': 24.0, 'G-PB.1': 8.0, 'G+A-PB': 24.0, 'xG.1': 2.0, 'xAG.1': 10.0, 'xG+xAG': 13.0, 'npxG.1': 2.0, 'npxG+xAG.1': 13.0}"
Diogo Barbosa,br BRA,ZG,Grêmio,30.0,1992.0,"{'MP': 6.0, 'Inícios': 4.0, 'Min.': 386.0, '90s': 4.3, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.2, 'npxG+xAG': 2.0, 'PrgC': 8.0, 'PrgP': 17.0, 'PrgR': 19.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 1.0, 'xAG.1': 5.0, 'xG+xAG': 6.0, 'npxG.1': 1.0, 'npxG+xAG.1': 6.0}"
Gabriel Barbosa,br BRA,AT,Flamengo,26.0,1996.0,"{'MP': 26.0, 'Inícios': 17.0, 'Min.': 1.54, '90s': 17.1, 'Gols': 5.0, 'Assis.': 1.0, 'G+A': 6.0, 'G-PB': 1.0, 'PB': 4.0, 'PT': 5.0, 'CrtsA': 7.0, 'CrtV': 2.0, 'xG': 9.5, 'npxG': 5.6, 'xAG': 1.6, 'npxG+xAG': 71.0, 'PrgC': 26.0, 'PrgP': 79.0, 'PrgR': 112.0, 'Gols.1': 29.0, 'Assis..1': 6.0, 'G+A.1': 35.0, 'G-PB.1': 6.0, 'G+A-PB': 12.0, 'xG.1': 56.0, 'xAG.1': 9.0, 'xG+xAG': 65.0, 'npxG.1': 33.0, 'npxG+xAG.1': 42.0}"
Lucas Barbosa,br BRA,AT.LT,Santos,21.0,2001.0,"{'MP': 4.0, 'Inícios': 1.0, 'Min.': 103.0, '90s': 1.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.3, 'npxG': 0.3, 'xAG': 0.0, 'npxG+xAG': 3.0, 'PrgC': 4.0, 'PrgP': 0.0, 'PrgR': 4.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 25.0, 'xAG.1': 2.0, 'xG+xAG': 27.0, 'npxG.1': 25.0, 'npxG+xAG.1': 27.0}"
Lucas Barbosa,br BRA,LT.AT,Coritiba,21.0,2001.0,"{'MP': 5.0, 'Inícios': 0.0, 'Min.': 102.0, '90s': 1.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.1, 'npxG': 0.1, 'xAG': 0.2, 'npxG+xAG': 3.0, 'PrgC': 1.0, 'PrgP': 4.0, 'PrgR': 10.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 11.0, 'xAG.1': 16.0, 'xG+xAG': 27.0, 'npxG.1': 11.0, 'npxG+xAG.1': 27.0}"
Chrystian Barletta,br BRA,LT,Corinthians,21.0,2001.0,"{'MP': 3.0, 'Inícios': 2.0, 'Min.': 127.0, '90s': 1.4, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': None, 'npxG': None, 'xAG': None, 'npxG+xAG': None, 'PrgC': None, 'PrgP': None, 'PrgR': None, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': None, 'xAG.1': None, 'xG+xAG': None, 'npxG.1': None, 'npxG+xAG.1': None}"
Cauan Barros,br BRA,LT,Vasco da Gama,18.0,2004.0,"{'MP': 8.0, 'Inícios': 3.0, 'Min.': 237.0, '90s': 2.6, 'Gols': 1.0, 'Assis.': 0.0, 'G+A': 1.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 0.0, 'xG': 0.3, 'npxG': 0.3, 'xAG': 0.1, 'npxG+xAG': 4.0, 'PrgC': 0.0, 'PrgP': 7.0, 'PrgR': 4.0, 'Gols.1': 38.0, 'Assis..1': 0.0, 'G+A.1': 38.0, 'G-PB.1': 38.0, 'G+A-PB': 38.0, 'xG.1': 13.0, 'xAG.1': 4.0, 'xG+xAG': 17.0, 'npxG.1': 13.0, 'npxG+xAG.1': 17.0}"
Gabriel Barros,br BRA,AT.LT,Internacional,21.0,2001.0,"{'MP': 5.0, 'Inícios': 2.0, 'Min.': 177.0, '90s': 2.0, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.2, 'npxG': 0.2, 'xAG': 0.5, 'npxG+xAG': 8.0, 'PrgC': 4.0, 'PrgP': 4.0, 'PrgR': 12.0, 'Gols.1': 0.0, 'Assis..1': 51.0, 'G+A.1': 51.0, 'G-PB.1': 0.0, 'G+A-PB': 51.0, 'xG.1': 12.0, 'xAG.1': 27.0, 'xG+xAG': 38.0, 'npxG.1': 12.0, 'npxG+xAG.1': 38.0}"
Bastos,ao ANG,ZG,Botafogo (RJ),31.0,1991.0,"{'MP': 4.0, 'Inícios': 2.0, 'Min.': 118.0, '90s': 1.3, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 4.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 3.0, 'xAG.1': 0.0, 'xG+xAG': 3.0, 'npxG.1': 3.0, 'npxG+xAG.1': 3.0}"
Fellipe Bastos,br BRA,LT,Goiás,32.0,1990.0,"{'MP': 1.0, 'Inícios': 0.0, 'Min.': 36.0, '90s': 0.4, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 1.0, 'PrgP': 1.0, 'PrgR': 1.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Diogo Batista,br BRA,ZG.LT,Coritiba,19.0,2003.0,"{'MP': 11.0, 'Inícios': 5.0, 'Min.': 531.0, '90s': 5.9, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.2, 'npxG': 0.2, 'xAG': 0.6, 'npxG+xAG': 8.0, 'PrgC': 8.0, 'PrgP': 21.0, 'PrgR': 13.0, 'Gols.1': 0.0, 'Assis..1': 17.0, 'G+A.1': 17.0, 'G-PB.1': 0.0, 'G+A-PB': 17.0, 'xG.1': 3.0, 'xAG.1': 11.0, 'xG+xAG': 14.0, 'npxG.1': 3.0, 'npxG+xAG.1': 14.0}"
