Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 36_level_0
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
313,Pedro Henrique,br BRA,"AT,LT",Internacional,32,1990,26,14,1271,141,3,2,5,2,1,1,4,0,44,36,10,4.6,43,24,122,0.21,0.14,0.35,0.14,0.28,0.31,0.07,0.39,0.26,0.33,Partidas
314,Breno Herculano,br BRA,"AT,LT",Goiás,23,1999,3,0,79,09,0,0,0,0,0,0,0,0,02,02,00,0.3,0,1,5,0.00,0.00,0.00,0.00,0.00,0.28,0.02,0.30,0.28,0.30,Partidas
315,Hércules,br BRA,LT,Fortaleza,22,2000,13,9,771,86,1,0,1,1,0,0,1,0,12,12,01,1.3,12,32,14,0.12,0.00,0.12,0.12,0.12,0.14,0.01,0.15,0.14,0.15,Partidas
316,Diego Hernández,uy URU,AT,Botafogo (RJ),22,2000,2,0,41,05,0,0,0,0,0,0,1,0,02,02,00,0.2,1,1,3,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Partidas
317,Nicolás Hernández,co COL,ZG,Internacional,25,1998,23,12,1295,144,0,2,2,0,0,0,6,0,02,02,10,1.2,26,65,2,0.00,0.14,0.14,0.00,0.14,0.01,0.07,0.08,0.01,0.08,Partidas
318,Lucca Holanda,br BRA,AT,Internacional,19,2003,19,4,550,61,0,1,1,0,0,0,2,1,06,06,01,0.7,10,3,49,0.00,0.16,0.16,0.00,0.16,0.09,0.02,0.11,0.09,0.11,Partidas
319,Hugo,br BRA,ZG,Goiás,25,1997,19,16,1418,158,1,1,2,1,0,0,2,0,04,04,17,2.1,22,61,68,0.06,0.06,0.13,0.06,0.13,0.02,0.11,0.13,0.02,0.13,Partidas
320,Hugo,br BRA,ZG,Botafogo (RJ),21,2001,22,13,1395,155,0,2,2,0,0,0,3,0,02,02,16,1.8,36,69,75,0.00,0.13,0.13,0.00,0.13,0.01,0.10,0.12,0.01,0.12,Partidas
321,Victor Hugo,br BRA,"LT,AT",Flamengo,18,2004,30,12,1274,142,1,2,3,1,0,0,2,0,11,11,17,2.8,31,78,55,0.07,0.14,0.21,0.07,0.21,0.08,0.12,0.20,0.08,0.20,Partidas
322,Vitor Hugo,br BRA,ZG,Bahia,31,1991,27,27,2129,237,1,0,1,1,0,0,5,0,07,07,05,1.2,22,85,3,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Partidas
323,Hulk,br BRA,AT,Atlético Mineiro,36,1986,34,33,2942,327,15,11,26,10,5,5,9,1,119,84,69,15.4,87,109,204,0.46,0.34,0.80,0.31,0.64,0.37,0.21,0.58,0.26,0.47,Partidas
324,José Hurtado,ec ECU,ZG,Bragantino,21,2001,25,17,1618,180,0,0,0,0,0,0,3,0,03,03,11,1.4,57,86,79,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08,Partidas
325,Hyoran,br BRA,"LT,AT",Atlético Mineiro,29,1993,12,12,691,77,2,0,2,2,0,0,4,0,21,21,31,5.2,16,35,30,0.26,0.00,0.26,0.26,0.26,0.28,0.40,0.68,0.28,0.68,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
326,Igor,br BRA,LT,Flamengo,19,2003,4,0,78,09,0,0,0,0,0,0,1,0,03,03,00,0.3,2,6,3,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Partidas
327,André Inácio,br BRA,AT,Flamengo,20,2002,2,0,16,02,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
328,Gabriel Inocêncio,br BRA,ZG,Santos,28,1994,22,12,1276,142,0,0,0,0,0,0,3,0,05,05,03,0.8,24,51,46,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Partidas
329,Isaac,br BRA,AT,Atlético Mineiro,18,2004,1,0,19,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53,Partidas
330,Isaac,br BRA,"LT,ZG",Fluminense,18,2004,7,0,131,15,0,0,0,0,0,0,0,0,03,03,02,0.5,6,1,24,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34,Partidas
331,Juan Iturbe,py PAR,"AT,LT",Grêmio,29,1993,5,1,68,08,0,0,0,0,0,0,0,0,00,00,00,0.0,0,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
332,Zé Ivaldo,br BRA,ZG,Ath Paranaense,25,1997,14,10,1016,113,0,0,0,0,0,0,2,1,01,01,01,0.2,9,27,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidas
333,Ivonei,br BRA,LT,Santos,20,2002,1,0,3,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
334,Vítor Jacaré,br BRA,"ZG,LT",Bahia,23,1999,18,7,855,95,1,0,1,1,0,0,4,0,11,11,15,2.6,28,38,67,0.11,0.00,0.11,0.11,0.11,0.12,0.17,0.29,0.12,0.29,Partidas
335,Jadsom,br BRA,LT,Bragantino,21,2001,31,22,1896,211,1,0,1,1,0,0,8,0,12,12,10,2.2,16,136,51,0.05,0.00,0.05,0.05,0.05,0.06,0.05,0.11,0.06,0.11,Partidas
336,Jair,br BRA,LT,Vasco da Gama,28,1994,29,16,1589,177,3,0,3,1,2,2,6,1,22,06,11,1.7,32,143,32,0.17,0.00,0.17,0.06,0.06,0.12,0.06,0.18,0.04,0.10,Partidas
337,Jamerson,br BRA,"ZG,AT",Coritiba,24,1998,29,22,1893,210,0,1,1,0,0,0,4,1,05,05,17,2.2,54,70,78,0.00,0.05,0.05,0.00,0.05,0.02,0.08,0.10,0.02,0.10,Partidas
338,Janderson,br BRA,"AT,LT",Botafogo (RJ),23,1999,18,2,414,46,1,1,2,1,0,0,2,0,17,17,09,2.6,16,7,31,0.22,0.22,0.43,0.22,0.43,0.36,0.20,0.56,0.36,0.56,Partidas
339,Jandrei,br BRA,G,São Paulo,29,1993,5,5,450,50,0,0,0,0,0,0,1,0,00,00,01,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
340,Léo Jardim,br BRA,G,Vasco da Gama,27,1995,38,38,3420,380,0,0,0,0,0,0,2,0,00,00,01,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
341,Jemerson,br BRA,ZG,Atlético Mineiro,30,1992,32,27,2476,275,0,1,1,0,0,0,9,0,10,10,01,1.1,21,66,5,0.00,0.04,0.04,0.00,0.04,0.03,0.01,0.04,0.03,0.04,Partidas
342,Jesé,es ESP,LT,Coritiba,29,1993,6,0,96,11,1,0,1,1,0,0,0,0,03,03,00,0.3,2,4,9,0.94,0.00,0.94,0.94,0.94,0.28,0.03,0.31,0.28,0.31,Partidas
343,Alexandre Jesus,br BRA,ZG,Fluminense,21,2001,1,0,12,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Partidas
344,Jhow,br BRA,ZG,América (MG),19,2003,1,0,15,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
345,Joaquim,br BRA,ZG,Santos,24,1998,31,31,2730,303,1,4,5,1,0,0,6,0,23,23,20,4.2,8,58,8,0.03,0.13,0.16,0.03,0.16,0.08,0.06,0.14,0.08,0.14,Partidas
346,John,br BRA,G,Internacional,26,1996,9,9,810,90,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
347,Felipe Jonatan,br BRA,ZG,Santos,24,1998,1,1,90,10,0,0,0,0,0,0,0,0,00,00,03,0.3,3,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,Partidas
348,Jori,br BRA,G,América (MG),26,1996,11,11,990,110,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
349,Josué,br BRA,LT,Grêmio,17,2005,4,1,117,13,0,0,0,0,0,0,1,0,00,00,00,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidas
350,Jhonatan Jowjow,br BRA,"LT,AT",Palmeiras,20,2002,20,8,891,99,0,1,1,0,0,0,5,0,12,12,29,4.1,16,37,37,0.00,0.10,0.10,0.00,0.10,0.12,0.29,0.41,0.12,0.41,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
351,Daniel Jr,br BRA,LT,Cruzeiro,20,2002,4,0,24,03,0,0,0,0,0,0,0,0,01,01,00,0.1,2,7,4,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Partidas
352,Luciano Juba,br BRA,"ZG,LT",Bahia,23,1999,14,6,647,72,1,2,3,1,0,0,0,0,11,11,12,2.3,13,26,39,0.14,0.28,0.42,0.14,0.42,0.16,0.16,0.32,0.16,0.32,Partidas
353,Juninho,br BRA,LT,América (MG),35,1987,36,32,2929,325,3,2,5,3,0,0,4,0,24,24,35,5.9,31,100,164,0.09,0.06,0.15,0.09,0.15,0.07,0.11,0.18,0.07,0.18,Partidas
354,Jussa,br BRA,LT,Cruzeiro,26,1996,24,21,1766,196,1,0,1,1,0,0,9,0,12,12,04,1.6,10,83,13,0.05,0.00,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08,Partidas
355,Justen,br BRA,ZG,Fluminense,19,2003,1,1,54,06,0,0,0,0,0,0,0,1,00,00,00,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
356,Kaiki,br BRA,"ZG,AT",Cruzeiro,19,2003,8,3,228,25,0,0,0,0,0,0,1,0,00,00,03,0.3,3,3,9,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Partidas
357,Kaio,br BRA,"LT,AT",Coritiba,18,2004,24,9,881,98,0,0,0,0,0,0,4,0,04,04,06,1.0,33,31,66,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Partidas
358,Lucas Kal,br BRA,LT,América (MG),26,1996,19,16,1235,137,0,1,1,0,0,0,4,0,03,03,10,1.4,21,86,13,0.00,0.07,0.07,0.00,0.07,0.02,0.08,0.10,0.02,0.10,Partidas
359,Walter Kannemann,ar ARG,ZG,Grêmio,31,1991,28,28,2359,262,0,1,1,0,0,0,17,1,10,10,02,1.2,12,81,1,0.00,0.04,0.04,0.00,0.04,0.04,0.01,0.05,0.04,0.05,Partidas
360,Kanu,br BRA,ZG,Bahia,25,1997,33,33,2909,323,1,0,1,1,0,0,10,2,17,17,06,2.3,28,101,7,0.03,0.00,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07,Partidas
361,Alan Kardec,br BRA,"AT,LT",Atlético Mineiro,34,1989,14,2,265,29,1,1,2,1,0,0,1,0,09,09,08,1.7,2,5,7,0.34,0.34,0.68,0.34,0.68,0.31,0.26,0.57,0.31,0.57,Partidas
362,Kauan,br BRA,AT,Fortaleza,17,2005,1,0,11,01,0,0,0,0,0,0,0,0,00,00,00,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
363,Vinicius Kaue,br BRA,"ZG,LT",Ath Paranaense,19,2003,6,5,342,38,0,0,0,0,0,0,1,1,00,00,00,0.0,3,12,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
364,Kayque,br BRA,LT,Botafogo (RJ),22,2000,2,0,27,03,0,1,1,0,0,0,1,0,00,00,04,0.5,1,7,1,0.00,3.33,3.33,0.00,3.33,0.14,1.39,1.53,0.14,1.53,Partidas
365,Renato Kayser,br BRA,"AT,LT",América (MG),26,1996,3,0,39,04,0,0,0,0,0,0,0,0,04,04,01,0.4,0,1,2,0.00,0.00,0.00,0.00,0.00,0.84,0.12,0.97,0.84,0.97,Partidas
366,Keiller,br BRA,G,Internacional,26,1996,10,10,900,100,0,0,0,0,0,0,2,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
367,John Kennedy,br BRA,"AT,LT",Fluminense,20,2002,26,13,1372,152,6,1,7,6,0,0,10,0,63,63,21,8.4,32,30,117,0.39,0.07,0.46,0.39,0.46,0.41,0.14,0.55,0.41,0.55,Partidas
368,Keno,br BRA,"AT,LT",Fluminense,33,1989,24,18,1613,179,2,4,6,1,1,1,5,0,28,20,37,5.7,84,53,219,0.11,0.22,0.33,0.06,0.28,0.15,0.21,0.36,0.11,0.32,Partidas
369,Kevin,br BRA,"AT,ZG",Palmeiras,20,2003,7,2,232,26,0,0,0,0,0,0,2,0,06,06,03,0.9,14,8,22,0.00,0.00,0.00,0.00,0.00,0.22,0.11,0.33,0.22,0.33,Partidas
370,Kevyson,br BRA,ZG,Santos,18,2004,17,12,970,108,0,0,0,0,0,0,1,0,02,02,03,0.5,34,35,62,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Partidas
371,Khellven,br BRA,ZG,Ath Paranaense,21,2001,15,13,995,111,0,4,4,0,0,0,1,0,10,10,24,3.4,18,18,51,0.00,0.36,0.36,0.00,0.36,0.09,0.22,0.31,0.09,0.31,Partidas
372,Maurício Kozlinski,br BRA,G,Fortaleza,31,1991,1,1,90,10,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
373,Benjamín Kuscevic,cl CHI,ZG,Coritiba,26,1996,23,23,2025,225,2,0,2,2,0,0,7,0,10,10,00,1.0,6,50,5,0.09,0.00,0.09,0.09,0.09,0.04,0.00,0.05,0.04,0.05,Partidas
374,Derik Lacerda,br BRA,"AT,LT",Cuiabá,23,1999,19,5,658,73,1,1,2,1,0,0,0,0,22,22,13,3.5,19,18,52,0.14,0.14,0.27,0.14,0.27,0.30,0.18,0.47,0.30,0.47,Partidas
375,Ignacio Laquintana,uy URU,AT,Bragantino,23,1999,4,1,183,20,0,0,0,0,0,0,0,0,02,02,00,0.2,6,2,23,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
376,Thauan Lara,br BRA,"ZG,LT",Internacional,19,2004,10,3,336,37,0,0,0,0,0,0,1,0,01,01,02,0.3,7,17,26,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Partidas
377,Lelê,br BRA,"AT,LT",Fluminense,25,1997,29,8,1144,127,2,2,4,2,0,0,5,1,60,60,12,7.2,22,11,72,0.16,0.16,0.31,0.16,0.31,0.47,0.10,0.57,0.47,0.57,Partidas
378,Mauricio Lemos,uy URU,ZG,Atlético Mineiro,27,1995,27,25,2214,246,1,0,1,1,0,0,12,1,11,11,00,1.2,17,71,2,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Partidas
379,Marcos Leonardo,br BRA,AT,Santos,19,2003,31,30,2589,288,13,2,15,9,4,4,3,0,124,92,23,11.5,41,51,147,0.45,0.07,0.52,0.31,0.38,0.43,0.08,0.51,0.32,0.40,Partidas
380,Lian,br BRA,LT,Grêmio,17,2005,1,0,9,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
381,Lima,br BRA,"LT,AT",Fluminense,26,1996,35,26,2532,281,6,2,8,6,0,0,8,0,30,30,15,4.5,78,121,146,0.21,0.07,0.28,0.21,0.28,0.11,0.05,0.16,0.11,0.16,Partidas
382,Lucas Lima,br BRA,"LT,AT",Santos,32,1990,35,28,2206,245,1,5,6,1,0,0,6,1,17,17,53,7.0,65,176,84,0.04,0.20,0.24,0.04,0.24,0.07,0.21,0.29,0.07,0.29,Partidas
383,Leonardo Linck,br BRA,G,Ath Paranaense,21,2001,5,5,450,50,0,0,0,0,0,0,2,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
384,Liziero,br BRA,LT,Coritiba,24,1998,10,8,586,65,0,0,0,0,0,0,1,0,00,00,03,0.3,2,36,6,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Partidas
385,Marcelo Lomba,br BRA,G,Palmeiras,36,1986,3,3,270,30,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
386,José López,ar ARG,"AT,LT",Palmeiras,22,2000,22,5,591,66,5,0,5,5,0,0,3,0,35,35,07,4.2,13,19,36,0.76,0.00,0.76,0.76,0.76,0.54,0.10,0.64,0.54,0.64,Partidas
387,Luan,br BRA,LT,São Paulo,23,1999,11,8,608,68,0,0,0,0,0,0,1,0,01,01,00,0.2,5,19,7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidas
388,Lucão,br BRA,ZG,Bragantino,24,1998,3,2,201,22,0,0,0,0,0,0,1,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidas
389,Lucão,br BRA,G,Bragantino,21,2001,5,5,450,50,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
390,Lucas,br BRA,ZG,Santos,21,2001,9,7,611,68,0,0,0,0,0,0,1,0,01,01,02,0.2,14,24,23,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Partidas
391,Ayrton Lucas,br BRA,ZG,Flamengo,25,1997,35,29,2592,288,4,3,7,4,0,0,8,0,27,27,13,4.0,67,137,133,0.14,0.10,0.24,0.14,0.24,0.09,0.05,0.14,0.09,0.14,Partidas
392,Jean Lucas,br BRA,LT,Santos,24,1998,22,22,1807,201,0,3,3,0,0,0,4,0,22,22,20,4.2,37,130,64,0.00,0.15,0.15,0.00,0.15,0.11,0.10,0.21,0.11,0.21,Partidas
393,Jhonny Lucas,br BRA,LT,Goiás,22,2000,2,0,17,02,0,0,0,0,0,0,1,0,01,01,00,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,0.70,0.11,0.82,0.70,0.82,Partidas
394,João Lucas,br BRA,ZG,Santos,24,1998,15,9,807,90,0,1,1,0,0,0,1,0,02,02,06,0.8,15,19,40,0.00,0.11,0.11,0.00,0.11,0.02,0.07,0.09,0.02,0.09,Partidas
395,Ruan Lucas,br BRA,"LT,AT",Coritiba,18,2004,4,0,29,03,0,1,1,0,0,0,0,0,00,00,04,0.4,0,2,4,0.00,3.10,3.10,0.00,3.10,0.09,1.11,1.21,0.09,1.21,Partidas
396,Ian Luccas,br BRA,LT,Cruzeiro,19,2003,14,7,480,53,0,1,1,0,0,0,2,0,07,07,08,1.4,1,14,27,0.00,0.19,0.19,0.00,0.19,0.12,0.15,0.27,0.12,0.27,Partidas
397,Pedro Luccas,br BRA,G,Coritiba,19,2004,3,3,270,30,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
398,Luciano,br BRA,"LT,AT",São Paulo,29,1993,34,24,2112,235,9,2,11,7,2,3,5,0,84,59,31,9.0,31,103,140,0.38,0.09,0.47,0.30,0.38,0.36,0.13,0.49,0.25,0.38,Partidas
399,Thomas Luciano,br BRA,ZG,Grêmio,21,2002,6,3,312,35,0,0,0,0,0,0,0,0,02,02,00,0.2,3,5,14,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidas
400,Luis,br BRA,AT,Cruzeiro,17,2005,1,0,6,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
401,Filipe Luís,br BRA,ZG,Flamengo,37,1985,10,6,527,59,0,1,1,0,0,0,3,0,01,01,02,0.3,14,30,12,0.00,0.17,0.17,0.00,0.17,0.02,0.03,0.05,0.02,0.05,Partidas
402,Victor Luis,br BRA,ZG,Coritiba,29,1993,24,17,1568,174,2,1,3,2,0,0,4,0,10,10,16,2.5,28,68,30,0.11,0.06,0.17,0.11,0.17,0.05,0.09,0.14,0.05,0.14,Partidas
403,David Luiz,br BRA,ZG,Flamengo,35,1987,15,11,994,110,1,1,2,1,0,0,1,0,03,03,05,0.8,14,66,4,0.09,0.09,0.18,0.09,0.18,0.02,0.05,0.07,0.02,0.07,Partidas
404,Wallisson Luiz,br BRA,LT,Cruzeiro,25,1997,11,2,392,44,0,0,0,0,0,0,3,0,15,15,01,1.6,5,22,12,0.00,0.00,0.00,0.00,0.00,0.34,0.02,0.37,0.34,0.37,Partidas
405,Machado,br BRA,LT,Cruzeiro,27,1996,35,22,2277,253,1,3,4,1,0,0,5,0,21,21,18,4.0,13,149,27,0.04,0.12,0.16,0.04,0.16,0.08,0.07,0.16,0.08,0.16,Partidas
406,Imanol Machuca,ar ARG,AT,Fortaleza,23,2000,16,6,679,75,2,0,2,2,0,0,4,0,13,13,13,2.6,38,17,78,0.27,0.00,0.27,0.27,0.27,0.17,0.17,0.34,0.17,0.34,Partidas
407,Mádson,br BRA,"ZG,LT",Ath Paranaense,31,1992,24,14,1328,148,2,2,4,2,0,0,4,0,13,13,38,5.1,8,45,69,0.14,0.14,0.27,0.14,0.27,0.09,0.26,0.35,0.09,0.35,Partidas
408,João Magno,br BRA,AT,Goiás,25,1997,19,13,983,109,3,1,4,3,0,0,2,0,28,28,08,3.6,13,12,41,0.27,0.09,0.37,0.27,0.37,0.26,0.07,0.33,0.26,0.33,Partidas
409,Maguinho,br BRA,ZG,Goiás,30,1993,34,34,2857,317,2,0,2,2,0,0,11,2,22,22,12,3.5,59,74,138,0.06,0.00,0.06,0.06,0.06,0.07,0.04,0.11,0.07,0.11,Partidas
410,Pablo Maia,br BRA,LT,São Paulo,21,2002,32,29,2584,287,4,0,4,4,0,0,9,1,15,15,13,2.8,16,128,32,0.14,0.00,0.14,0.14,0.14,0.05,0.05,0.10,0.05,0.10,Partidas
411,Thiago Maia,br BRA,LT,Flamengo,25,1997,32,26,2101,233,0,0,0,0,0,0,7,0,02,02,02,0.4,16,130,51,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidas
412,Maicon,br BRA,ZG,Santos,34,1988,1,0,45,05,0,0,0,0,0,0,0,0,01,01,00,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Partidas
413,Maicon,br BRA,ZG,Vasco da Gama,34,1988,16,14,1255,139,0,2,2,0,0,0,3,0,01,01,09,1.1,1,32,2,0.00,0.14,0.14,0.00,0.14,0.01,0.07,0.08,0.01,0.08,Partidas
414,Iago Maidana,br BRA,ZG,América (MG),26,1996,30,24,2163,240,0,0,0,0,0,0,5,1,08,08,01,0.9,17,54,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidas
415,Hugo Mallo,es ESP,ZG,Internacional,31,1991,6,3,325,36,0,0,0,0,0,0,1,1,03,03,01,0.4,4,17,15,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Partidas
416,Léo Mana,br BRA,ZG,Corinthians,18,2004,3,2,134,15,0,0,0,0,0,0,1,0,00,00,00,0.0,3,7,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
417,Alef Manga,br BRA,"AT,LT",Coritiba,28,1994,10,9,804,89,4,3,7,3,1,1,3,0,38,30,10,4.0,25,17,75,0.45,0.34,0.78,0.34,0.67,0.42,0.11,0.54,0.33,0.45,Partidas
418,Manoel,br BRA,ZG,Fluminense,32,1990,6,2,289,32,0,0,0,0,0,0,1,0,00,00,00,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
419,Fernando Marçal,br BRA,ZG,Botafogo (RJ),33,1989,22,20,1626,181,0,3,3,0,0,0,8,1,02,02,13,1.5,17,83,64,0.00,0.17,0.17,0.00,0.17,0.01,0.07,0.08,0.01,0.08,Partidas
420,Marcelo,br BRA,ZG,Fluminense,34,1988,19,18,1325,147,1,1,2,1,0,0,4,0,14,14,37,5.1,44,151,50,0.07,0.07,0.14,0.07,0.14,0.09,0.25,0.35,0.09,0.35,Partidas
421,Marcelo,br BRA,ZG,Fortaleza,27,1996,12,12,1080,120,0,0,0,0,0,0,3,0,01,01,03,0.4,2,19,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidas
422,João Marcelo,br BRA,ZG,Cruzeiro,22,2000,5,1,165,18,0,0,0,0,0,0,0,0,00,00,00,0.0,6,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
423,Marcinho,br BRA,ZG,América (MG),26,1996,12,10,800,89,0,0,0,0,0,0,4,0,02,02,09,1.1,12,40,23,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,Partidas
